Company,Paddle,Price,Swing weight,Twist weight,Balance,My paddles weight,Core thickness in mm,Grip length,Grip thickness,RPM,Shape,Face Material,Core Material,Youtube Review,Link to purchase,Discount code,Aa ignore,No ID,Grams,
SLK,Evo Soft Max,119.99,105,,,0,16,4.875,4.25,1296,Standard,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/34pTeyM,,,30,,
SLK,EVO 2.0 Control XL,99.99,109,5.59,,0,16,5.75,4.25,1440,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3Pbws0U,,,226,,
SLK,EVO 2.0 Hybrid XL,99.99,107,5.4,,0,13,5.75,4.25,1400,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3EOlkTb,,,230,,
SLK,EVO 2.0 Power XL,99.99,111,6.36,,0,13,5.75,4.25,1460,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3XYnatm,,,227,,
SLK,Halo Control XL 16mm,130,114,5.44,231,7.84,16,5.75,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,,,INF-PBSTUDIO to receive a digital gift card,,433,222.3,
SLK,Halo Power XL 13mm,130,117,5.79,238,7.93,13,5.75,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,,,INF-PBSTUDIO to receive a digital gift card,,434,224.9,
SLK,Halo Pro Max 14mm,150,111,7.1,233,8.16,14,4.85,4.25,,Standard,Kevlar,Polymer Honeycomb,,,INF-PBSTUDIO to receive a digital gift card,,475,231.4,
SLK,Halo Pro XL 14mm,150,124,5.89,240,8.14,14,5.75,4.25,,Elongated,Kevlar,Polymer Honeycomb,,,INF-PBSTUDIO to receive a digital gift card,,476,230.8,
Selkirk,Vanguard S2 Control,199.99,105,6.98,,0,16,4.7,4.25,1940,Standard,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/48wOBxS,INF-PBSTUDIO to receive a digital gift card,,346,,
Selkirk,Vanguard Epic Control,199.99,110,6.21,,0,16,5.3,4.25,1925,Standard,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3OXOF2O,INF-PBSTUDIO to receive a digital gift card,,347,,
Selkirk,Vanguard Invikta Control Midweight,199.99,114,5.81,,0,16,5.5,4.25,2035,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3uNSalw,INF-PBSTUDIO to receive a digital gift card,,348,,
Selkirk,Vanguard Invikta Control Lightweight,199.99,104,5.3,234,7.35,16,5.5,4.25,2018,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3uNSalw,INF-PBSTUDIO to receive a digital gift card,,349,208.5,
Selkirk,Vanguard Power Air Invikta,249.99,112,5.58,,0,13,5.25,4.25,1851,Elongated,"Carbon Fiber,Fiberglass",Polymer Honeycomb,https://www.youtube.com/watch?v=1gkkyeeoJCw,https://bit.ly/3SPbzdb,INF-PBSTUDIO to receive a digital gift card,,74,,
Selkirk,Luxx Control Air Invikta,249.99,114,5.83,232,8.1,20,5.35,4.25,1895,Elongated,Carbon Fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=pVyBIoX2XSo&t=470s&ab_channel=PickleballStudio,https://bit.ly/409IpcA,INF-PBSTUDIO to receive a digital gift card,,274,229.7,
Selkirk,Luxx Contral Air Epic,249.99,113,6.33,,0,20,5.25,4.25,1900,Standard,Carbon Fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=pVyBIoX2XSo&t=470s&ab_channel=PickleballStudio,https://bit.ly/409IpcA,INF-PBSTUDIO to receive a digital gift card,,288,,
Selkirk,Luxx Control Air S2,249.99,109,7.11,233,8.21,20,4.5,4.25,1881,Standard,Carbon Fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=pVyBIoX2XSo&t=470s&ab_channel=PickleballStudio,https://bit.ly/409IpcA,INF-PBSTUDIO to receive a digital gift card,,289,232.8,
Selkirk Labs,Project 001 Epic,333,103,,,0,13,5.25,4,991,Standard,Carbon Fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=M8OgwkqN6Kg&t=1s,https://bit.ly/3PtVU39,INF-PBSTUDIO to receive a digital gift card,,94,,
Selkirk Labs,Project 001 Invikta,333,,,,0,13,5.25,4,987,Standard,Carbon Fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=M8OgwkqN6Kg&t=1s,https://bit.ly/3PtVU39,INF-PBSTUDIO to receive a digital gift card,,86,,
Selkirk Labs,Project 002 Invikta,333,113,,,0,13,5.25,4.25,1800,Elongated,"Carbon Fiber,Fiberglass",Polymer Honeycomb,https://www.youtube.com/watch?v=9EK4lsIYaCw,https://bit.ly/3PvGaNh,INF-PBSTUDIO to receive a digital gift card,,84,,
Selkirk Labs,Project 003 Epic,333,98,,,0,20,5.25,4.25,1740,Standard,Carbon Fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=oWkucb04HGk,https://bit.ly/3Z64gRR,INF-PBSTUDIO to receive a digital gift card,,82,,
Selkirk Labs,Project 003 Invikta,333,105,5.44,,0,20,5.5,4.25,1800,Elongated,Carbon Fiber,Polymer Honeycomb,https://youtu.be/wWHDyvNTciI,https://bit.ly/3Z64gRR,INF-PBSTUDIO to receive a digital gift card,,114,,
Selkirk Labs,Project 005 Invikta,222,120,6.13,,0,16,5.25,4.25,1449,Elongated,Fiberglass,Polymer Honeycomb,https://www.youtube.com/watch?v=11SbBnnC3sw&t=3s&ab_channel=PickleballStudio,https://bit.ly/3NsezdA,INF-PBSTUDIO to receive a digital gift card,,195,,
Selkirk Labs,Project 005 Epic,222,107,6.67,236,7.77,16,5.25,4.25,1621,Standard,Fiberglass,Polymer Honeycomb,https://www.youtube.com/watch?v=11SbBnnC3sw&t=3s&ab_channel=PickleballStudio,https://bit.ly/3NsezdA,INF-PBSTUDIO to receive a digital gift card,,196,220.4,
Selkirk Labs,Project 006 Tour,333,117,5.89,233,8.38,16,5.75,4.25,2141,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/1F7dGMnq6-U,https://bit.ly/3NkYKFe,INF-PBSTUDIO to receive a digital gift card,,194,237.7,
